DexNumber,Name,DefName,Generation,Type1,Type2,HP,Attack,Defense,SpAttack,SpDefense,Speed,Size,SizeMulti,Mass,GenderDifference,BaseFriendship,GenderLess,FemaleRatio,EvolTier,EvolLine,EvolMax,LvlBasedEvolution,EvolLvl,Baby,Fossil,Legendary,ParticularSpawn,Rarity,MinWildLvl,MaxWildLvl,XpCategory,CatchRate,EggGroup1,EggGroup2,EggCycles,EggLayTime,EggHatchTime,ExpYield,HPEv,AttackEv,DefenseEv,SpAttackEv,SpDefenseEv,SpeedEv,RimworldShape
431,Glameow,Glameow,4,Normal,,49,55,42,42,37,85,0.5,1,3.9,0,50,0,0.75,1,221,0,1,38,0,0,0,0,1,5,12,Fast,190,Field,,20,6.7,13.3,71,0,0,0,0,0,1,QuadrupedPokemonWithPaws
432,Purugly,Purugly,4,Normal,,71,82,64,64,59,112,1,1,43.8,0,50,0,0.75,2,221,1,0,0,0,0,0,0,4,38,42,Fast,75,Field,,20,6.7,13.3,183,0,0,0,0,0,2,QuadrupedPokemonWithPaws
433,Chingling,Chingling,4,Psychic,,45,30,50,65,50,45,0.2,1,0.6,0,50,0,0.5,1,185,0,0,0,1,0,0,0,3,2,5,Fast,120,Undiscovered,,25,8.3,16.7,74,0,0,0,1,0,0,BipedPokemon
434,Stunky,Stunky,4,Poison,Dark,63,63,47,41,41,74,0.4,1,19.2,0,50,0,0.5,1,222,0,1,34,0,0,0,0,1,5,12,MediumFast,225,Field,,20,6.7,13.3,79,0,0,0,0,0,1,QuadrupedPokemonWithPaws
435,Skuntank,Skuntank,4,Poison,Dark,103,93,67,71,61,84,1,1,38,0,50,0,0.5,2,222,1,0,0,0,0,0,0,4,34,40,MediumFast,60,Field,,20,6.7,13.3,209,2,0,0,0,0,0,QuadrupedPokemonWithPaws
436,Bronzor,Bronzor,4,Steel,Psychic,57,24,86,24,86,23,0.5,1,60.5,0,50,1,-1,1,223,0,1,33,0,0,0,1,4,20,20,MediumFast,255,Mineral,,20,6.7,13.3,72,0,0,1,0,0,0,HeadPokemon
437,Bronzong,Bronzong,4,Steel,Psychic,67,89,116,79,116,33,1.3,1,187,0,50,1,-1,2,223,1,0,0,0,0,0,1,6,35,40,MediumFast,90,Mineral,,20,6.7,13.3,188,0,0,1,0,1,0,HeadPokemonWithArms
438,Bonsly,Bonsly,4,Rock,,50,80,95,10,45,10,0.5,1,15,0,50,0,0.5,1,92,0,0,0,1,0,0,0,3,2,5,MediumFast,255,Undiscovered,,20,6.7,13.3,68,0,0,1,0,0,0,HeadPokemonWithLegs
439,Mime Jr.,MimeJr,4,Psychic,Fairy,20,25,45,70,90,60,0.6,1,13,0,50,0,0.5,1,57,0,0,0,1,0,0,0,3,2,5,MediumFast,145,Undiscovered,,25,8.3,16.7,78,0,0,0,0,1,0,BipedPokemon
440,Happiny,Happiny,4,Normal,,100,5,5,15,65,30,0.6,1,24.4,0,140,0,1,1,51,0,0,0,1,0,0,0,3,2,5,Fast,130,Undiscovered,,40,13.3,26.7,255,1,0,0,0,0,0,BipedPokemon
441,Chatot,Chatot,4,Normal,Flying,76,65,45,92,42,91,0.5,1,1.9,0,35,0,0.5,1,224,1,0,0,0,0,0,0,4,12,18,MediumSlow,30,Flying,,20,6.7,13.3,107,0,1,0,0,0,0,WingedPokemonWithBeak
442,Spiritomb,Spiritomb,4,Ghost,Dark,50,92,108,92,108,35,1,1,108,0,50,0,0.5,1,225,1,0,0,0,0,0,1,6,25,25,MediumFast,100,Amorphous,,30,10,20,168,0,0,1,0,1,0,HeadPokemonWithBody
443,Gible,Gible,4,Dragon,Ground,58,70,45,40,45,42,0.7,1,20.5,1,50,0,0.5,1,226,0,1,24,0,0,0,0,5,8,16,Slow,45,Monster,Dragon,40,13.3,26.7,67,0,1,0,0,0,0,BipedPokemonWithTail
444,Gabite,Gabite,4,Dragon,Ground,68,90,65,50,55,82,1.4,1,56,1,50,0,0.5,2,226,0,1,48,0,0,0,0,7,30,36,Slow,45,Monster,Dragon,40,13.3,26.7,144,0,2,0,0,0,0,BipedPokemonWithTail
445,Garchomp,Garchomp,4,Dragon,Ground,108,130,95,80,85,102,1.9,1,95,1,50,0,0.5,3,226,1,0,0,0,0,0,0,9,55,58,Slow,45,Monster,Dragon,40,13.3,26.7,218,0,3,0,0,0,0,BipedPokemonWithTail
446,Munchlax,Munchlax,4,Normal,,135,85,40,40,85,5,0.6,1,105,0,50,0,0.125,1,72,0,0,0,1,0,0,0,3,2,5,Slow,50,Undiscovered,,40,13.3,26.7,94,1,0,0,0,0,0,BipedPokemon
447,Riolu,Riolu,4,Fighting,,40,70,40,35,40,60,0.7,1,20.2,0,50,0,0.125,1,227,0,0,0,1,0,0,0,3,2,5,MediumSlow,75,Undiscovered,,25,8.3,16.7,72,0,1,0,0,0,0,BipedPokemonWithTail
448,Lucario,Lucario,4,Fighting,Steel,70,110,70,115,70,90,1.2,1,54,0,50,0,0.125,2,227,1,0,0,0,0,0,0,6,22,28,MediumSlow,45,Field,HumanLike,25,8.3,16.7,204,0,1,0,1,0,0,BipedPokemonWithTail
449,Hippopotas,Hippopotas,4,Ground,,68,72,78,38,42,32,0.8,1,49.5,1,50,0,0.5,1,228,0,1,34,0,0,0,0,2,6,12,Slow,140,Field,,30,10,20,95,0,0,1,0,0,0,QuadrupedPokemonWithPaws
450,Hippowdon,Hippowdon,4,Ground,,108,112,118,68,72,47,2,1,300,1,50,0,0.5,2,228,1,0,0,0,0,0,0,6,34,40,Slow,60,Field,,30,10,20,198,0,0,2,0,0,0,QuadrupedPokemonWithPaws
451,Skorupi,Skorupi,4,Poison,Bug,40,50,90,30,55,65,0.8,1,12,0,50,0,0.5,1,229,0,1,40,0,0,0,0,2,6,12,Slow,120,Bug,Water3,20,6.7,13.3,114,0,0,1,0,0,0,InsectPokemonWith4LegsAndClaws
452,Drapion,Drapion,4,Poison,Dark,70,90,110,60,75,95,1.3,1,61.5,0,50,0,0.5,2,229,1,0,0,0,0,0,0,6,40,45,Slow,45,Bug,Water3,20,6.7,13.3,204,0,0,2,0,0,0,InsectPokemonWith4LegsAndClaws
453,Croagunk,Croagunk,4,Poison,Fighting,48,61,40,61,40,50,0.7,1,23,0,100,0,0.5,1,230,0,1,37,0,0,0,0,2,6,12,MediumFast,140,HumanLike,,10,3.3,6.7,83,0,1,0,0,0,0,BipedPokemon
454,Toxicroak,Toxicroak,4,Poison,Fighting,83,106,65,86,65,85,1.3,1,44.4,0,50,0,0.5,2,230,1,0,0,0,0,0,0,6,37,42,MediumFast,75,HumanLike,,20,6.7,13.3,181,0,2,0,0,0,0,BipedPokemon
455,Carnivine,Carnivine,4,Grass,,74,100,72,90,72,46,1.4,1,27,0,50,0,0.5,1,231,1,0,0,0,0,0,0,4,22,28,Slow,200,Grass,,25,8.3,16.7,164,0,2,0,0,0,0,TentaclePokemon
456,Finneon,Finneon,4,Water,,49,49,56,49,61,66,0.4,1,7,0,50,0,0.5,1,232,0,1,31,0,0,0,0,2,5,12,Erratic,190,Water2,,20,6.7,13.3,90,0,0,0,0,0,1,FishPokemonWithPectoralCaudalDorsalFins
457,Lumineon,Lumineon,4,Water,,69,69,76,69,86,91,1.2,1,24,0,50,0,0.5,2,232,1,0,0,0,0,0,0,5,32,36,Erratic,75,Water2,,20,6.7,13.3,156,0,0,0,0,0,2,FishPokemonWithPectoralCaudalDorsalFins
458,Mantyke,Mantyke,4,Water,Flying,45,20,50,60,120,50,1,1,65,0,50,0,0.5,1,117,0,0,0,1,0,0,0,3,2,5,Slow,25,Undiscovered,,25,8.3,16.7,108,0,0,0,0,1,0,WingedPokemonWithJaw
459,Snover,Snover,4,Grass,Ice,60,62,50,62,60,40,1,1,50.5,0,50,0,0.5,1,233,0,1,40,0,0,0,0,2,6,12,Slow,120,Monster,Grass,20,6.7,13.3,131,0,1,0,0,0,0,BipedPokemonWithTail
460,Abomasnow,Abomasnow,4,Grass,Ice,90,92,75,92,85,60,2.2,1,135.5,0,50,0,0.5,2,233,1,0,0,0,0,0,0,6,40,45,Slow,60,Monster,Grass,20,6.7,13.3,214,0,1,0,1,0,0,BipedPokemonWithTail
461,Weavile,Weavile,4,Dark,Ice,70,120,65,45,85,125,1.1,1,34,0,35,0,0.5,2,110,1,0,0,0,0,0,0,7,28,34,MediumSlow,45,Field,,20,6.7,13.3,199,0,1,0,0,0,1,BipedPokemonWithTail
462,Magnezone,Magnezone,4,Electric,Steel,70,70,115,130,90,60,1.2,1,180,0,50,1,-1,3,34,1,0,0,0,0,0,0,7,40,45,MediumFast,30,Mineral,,20,6.7,13.3,211,0,0,0,3,0,0,HeadPokemonWithArms
463,Lickilicky,Lickilicky,4,Normal,,110,85,95,80,95,50,1.7,1,140,0,50,0,0.5,2,48,1,0,0,0,0,0,0,7,35,40,MediumFast,30,Monster,,20,6.7,13.3,193,3,0,0,0,0,0,BipedPokemon
464,Rhyperior,Rhyperior,4,Ground,Rock,115,140,130,55,55,40,2.4,1,282.8,0,50,0,0.5,3,50,1,0,0,0,0,0,0,8,50,55,Slow,30,Monster,Field,20,6.7,13.3,217,0,3,0,0,0,0,BipedPokemonWithTail
465,Tangrowth,Tangrowth,4,Grass,,100,100,125,110,50,50,2,1,128.6,0,50,0,0.5,2,52,1,0,0,0,0,0,0,7,35,40,MediumFast,30,Grass,,20,6.7,13.3,211,0,0,2,0,0,0,BipedPokemon
466,Electivire,Electivire,4,Electric,,75,123,67,95,85,95,1.8,1,138.6,0,50,0,0.25,3,60,1,0,0,0,0,0,0,7,45,50,MediumFast,30,HumanLike,,25,8.3,16.7,199,0,3,0,0,0,0,BipedPokemonWithTail
467,Magmortar,Magmortar,4,Fire,,75,95,67,125,95,83,1.6,1,68,0,50,0,0.25,3,61,1,0,0,0,0,0,0,7,45,50,MediumFast,30,HumanLike,,25,8.3,16.7,199,0,0,0,3,0,0,BipedPokemonWithTail
468,Togekiss,Togekiss,4,Fairy,Flying,85,50,95,120,115,80,1.5,1,38,0,50,0,0.125,3,88,1,0,0,0,0,0,0,8,32,38,Fast,30,Flying,Fairy,10,3.3,6.7,220,0,0,0,2,1,0,WingedPokemonWithJaw
469,Yanmega,Yanmega,4,Bug,Flying,86,76,86,116,56,95,1.9,1,51.5,0,50,0,0.5,2,96,1,0,0,0,0,0,0,7,40,45,MediumFast,30,Bug,,20,6.7,13.3,198,0,2,0,0,0,0,InsectPokemonWithWingsAndLegs
470,Leafeon,Leafeon,4,Grass,,65,110,130,60,65,95,1,1,25.5,0,35,0,0.125,2,67,1,0,0,0,0,0,0,7,26,34,MediumFast,45,Field,,35,11.7,23.3,196,0,0,2,0,0,0,QuadrupedPokemonWithPaws
471,Glaceon,Glaceon,4,Ice,,65,60,110,130,95,65,0.8,1,25.9,0,35,0,0.125,2,67,1,0,0,0,0,0,0,7,26,34,MediumFast,45,Field,,35,11.7,23.3,196,0,0,0,2,0,0,QuadrupedPokemonWithPaws
472,Gliscor,Gliscor,4,Ground,Flying,75,95,125,45,75,95,2,1,42.5,0,50,0,0.5,2,105,1,0,0,0,0,0,0,7,40,45,MediumSlow,30,Bug,,20,6.7,13.3,192,0,0,2,0,0,0,WingedPokemonWithJaw
473,Mamoswine,Mamoswine,4,Ice,Ground,110,130,80,70,60,80,2.5,1,291,0,50,0,0.5,3,113,1,0,0,0,0,0,0,7,40,45,Slow,50,Field,,20,6.7,13.3,207,0,3,0,0,0,0,QuadrupedPokemonWithPaws
474,Porygon-Z,PorygonZ,4,Normal,,85,80,70,135,75,90,0.9,1,34,0,50,1,-1,3,68,1,0,0,0,0,0,1,8,20,20,MediumFast,30,Mineral,,20,6.7,13.3,185,0,0,0,3,0,0,HeadPokemonWithArms
475,Gallade,Gallade,4,Psychic,Fighting,68,125,65,65,115,80,1.6,1,52,0,35,0,0,3,141,1,0,0,0,0,0,0,8,34,40,Slow,45,HumanLike,Amorphous,20,6.7,13.3,208,0,3,0,0,0,0,BipedPokemon
476,Probopass,Probopass,4,Rock,Steel,60,55,145,75,150,40,1.4,1,340,0,50,0,0.5,2,148,1,0,0,0,0,0,0,7,40,45,MediumFast,60,Mineral,,20,6.7,13.3,198,0,0,1,0,2,0,HeadPokemonWithArms
477,Dusknoir,Dusknoir,4,Ghost,,45,100,135,65,135,45,2.2,1,106.6,0,35,0,0.5,3,183,1,0,0,0,0,0,0,7,45,50,Fast,45,Amorphous,,25,8.3,16.7,210,0,0,1,0,2,0,HeadPokemonWithArms
478,Froslass,Froslass,4,Ice,Ghost,70,80,70,80,70,110,1.3,1,26.6,0,50,0,1,2,187,1,0,0,0,0,0,0,7,42,48,MediumFast,75,Fairy,Mineral,20,6.7,13.3,187,0,0,0,0,0,2,HeadPokemonWithArms
479,Rotom,Rotom,4,Electric,Ghost,50,50,77,95,77,91,0.3,1,0.3,0,50,1,-1,1,234,1,0,0,0,0,0,1,4,20,20,MediumFast,45,Amorphous,,20,6.7,13.3,132,0,0,0,1,0,1,HeadPokemon
480,Uxie,Uxie,4,Psychic,,75,75,130,75,130,95,0.3,1,0.3,0,140,1,-1,1,235,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,80,26.7,53.3,210,0,0,2,0,1,0,BipedPokemonWithTail
481,Mesprit,Mesprit,4,Psychic,,80,105,105,105,105,80,0.3,1,0.3,0,140,1,-1,1,236,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,80,26.7,53.3,210,0,1,0,1,1,0,BipedPokemonWithTail
482,Azelf,Azelf,4,Psychic,,75,125,70,125,70,115,0.3,1,0.3,0,140,1,-1,1,237,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,80,26.7,53.3,210,0,2,0,1,0,0,BipedPokemonWithTail
483,Dialga,Dialga,4,Steel,Dragon,100,120,120,150,100,90,5.4,2,683,0,0,1,-1,1,238,1,0,0,0,0,1,0,10,70,70,Slow,3,Undiscovered,,120,40,80,220,0,0,0,3,0,0,QuadrupedPokemonWithPaws
484,Palkia,Palkia,4,Water,Dragon,90,120,100,150,120,100,4.2,2,336,0,0,1,-1,1,239,1,0,0,0,0,1,0,10,70,70,Slow,3,Undiscovered,,120,40,80,220,0,0,0,3,0,0,BipedPokemonWithTail
485,Heatran,Heatran,4,Fire,Steel,91,90,106,130,106,77,1.7,1,430,0,100,0,0.5,1,240,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,10,3.3,6.7,215,0,0,0,3,0,0,QuadrupedPokemonWithPaws
486,Regigigas,Regigigas,4,Normal,,110,160,110,80,110,100,3.7,2,420,0,0,1,-1,1,241,1,0,0,0,0,1,0,10,70,70,Slow,3,Undiscovered,,120,40,80,220,0,3,0,0,0,0,BipedPokemon
487,Giratina,Giratina,4,Ghost,Dragon,150,100,120,100,120,90,4.5,2,750,0,0,1,-1,1,242,1,0,0,0,0,1,0,10,80,80,Slow,3,Undiscovered,,120,40,80,220,3,0,0,0,0,0,QuadrupedPokemonWithPawsAndTail
488,Cresselia,Cresselia,4,Psychic,,120,70,120,75,130,85,1.5,1,85.6,0,100,0,1,1,243,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,120,40,80,210,0,0,0,0,3,0,SnakePokemon
489,Phione,Phione,4,Water,,80,80,80,80,80,80,0.4,1,3.1,0,50,1,-1,1,244,1,0,0,0,0,1,0,10,30,30,Slow,30,Water1,Fairy,40,13.3,26.7,165,1,0,0,0,0,0,HeadPokemonWithArms
490,Manaphy,Manaphy,4,Water,,100,100,100,100,100,100,0.3,1,1.4,0,50,1,-1,1,245,1,0,0,0,0,1,0,10,30,30,Slow,3,Water1,Fairy,40,13.3,26.7,215,3,0,0,0,0,0,BipedPokemon
491,Darkrai,Darkrai,4,Dark,,70,90,90,135,90,125,1.5,1,50.5,0,0,1,-1,1,246,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,120,40,80,210,0,0,0,2,0,1,BipedPokemon
492,Shaymin,Shaymin,4,Grass,,100,100,100,100,100,100,0.2,1,2.1,0,100,1,-1,1,247,1,0,0,0,0,1,0,10,30,30,MediumSlow,45,Undiscovered,,120,40,80,64,3,0,0,0,0,0,QuadrupedPokemonWithPaws
493,Arceus,Arceus,4,Normal,,120,120,120,120,120,120,3.2,2,320,0,0,1,-1,1,248,1,0,0,0,0,1,0,10,90,90,Slow,3,Undiscovered,,120,40,80,255,3,0,0,0,0,0,QuadrupedPokemonWithHoovesAndTail
